Date,CSP,Volume
2016-05-16,CUMUL,1087
2016-05-16,NR,332
2016-05-16,NR,96
2016-05-16,NR,60
2016-05-16,NR,#
2016-05-16,CSP+,1199
2016-05-16,CSP+,859
2016-05-16,CSP+,231
2016-05-16,CSP+,131
2016-05-16,CSP en croissance,1694
2016-05-16,CSP en croissance,1230
2016-05-16,CSP en croissance,231
2016-05-16,CSP en croissance,196
2016-05-16,Populaire,1421
2016-05-16,Populaire,578
2016-05-16,Populaire,231
2016-05-16,Populaire,80
2016-05-16,CSP en croissance,59
2016-05-16,CSP+,504
2016-05-16,CSP+,689
2016-05-16,CSP+,40
2016-05-16,CSP+,72
2016-05-16,Populaire,322
2016-05-16,Populaire,1193
2016-05-16,Populaire,40
2016-05-16,Populaire,240
2016-05-16,Populaire,473
2016-05-16,Populaire,318
2016-05-16,Populaire,30
2016-05-16,Populaire,72
2016-05-16,CSP en croissance,3367
2016-05-16,CSP en croissance,904
2016-05-16,CSP en croissance,453
2016-05-16,CSP en croissance,131
2016-05-16,Populaire,1038
2016-05-16,Populaire,155
2016-05-16,Populaire,322
2016-05-16,Populaire,36
2016-05-16,CSP+,3146
2016-05-16,CSP+,192
2016-05-16,CSP+,514
2016-05-16,CSP+,72
2016-05-16,CSP+,103
2016-05-16,CSP+,43
2016-05-17,CUMUL,13855
2016-05-17,CUMUL,3529
2016-05-17,CUMUL,2085
2016-05-17,CUMUL,736
2016-05-17,NR,373
2016-05-17,NR,57
2016-05-17,NR,50
2016-05-17,CSP+,1453
2016-05-17,CSP+,512
2016-05-17,CSP+,272
2016-05-17,CSP+,122
2016-05-17,CSP en croissance,1645
2016-05-17,CSP en croissance,505
2016-05-17,CSP en croissance,181
2016-05-17,CSP en croissance,93
2016-05-17,Populaire,1382
2016-05-17,Populaire,317
2016-05-17,Populaire,121
2016-05-17,Populaire,50
2016-05-17,CSP en croissance,72
2016-05-17,CSP+,464
2016-05-17,CSP+,317
2016-05-17,CSP+,60
2016-05-17,CSP+,71
2016-05-17,Populaire,393
2016-05-17,Populaire,822
2016-05-17,Populaire,30
2016-05-17,Populaire,201
2016-05-17,Populaire,656
2016-05-17,Populaire,223
2016-05-17,Populaire,131
2016-05-17,Populaire,43
2016-05-17,CSP en croissance,3321
2016-05-17,CSP en croissance,425
2016-05-17,CSP en croissance,444
2016-05-17,CSP en croissance,71
2016-05-17,Populaire,1059
2016-05-17,Populaire,93
2016-05-17,Populaire,302
2016-05-17,Populaire,#
2016-05-17,CSP+,3109
2016-05-17,CSP+,122
2016-05-17,CSP+,494
2016-05-17,CSP+,50
2016-05-17,CSP+,64
2016-05-17,CSP+,28
2016-05-18,CUMUL,13355
2016-05-18,CUMUL,3814
2016-05-18,CUMUL,2349
2016-05-18,CUMUL,765
2016-05-18,NR,384
2016-05-18,NR,57
2016-05-18,NR,80
2016-05-18,NR,#
2016-05-18,CSP+,1283
2016-05-18,CSP+,540
2016-05-18,CSP+,191
2016-05-18,CSP+,104
2016-05-18,CSP en croissance,1586
2016-05-18,CSP en croissance,533
2016-05-18,CSP en croissance,313
2016-05-18,CSP en croissance,118
2016-05-18,Populaire,1303
2016-05-18,Populaire,317
2016-05-18,Populaire,131
2016-05-18,Populaire,62
2016-05-18,CSP en croissance,79
2016-05-18,CSP en croissance,#
2016-05-18,CSP+,515
2016-05-18,CSP+,367
2016-05-18,CSP+,70
2016-05-18,CSP+,55
2016-05-18,Populaire,414
2016-05-18,Populaire,879
2016-05-18,Populaire,50
2016-05-18,Populaire,202
2016-05-18,Populaire,505
2016-05-18,Populaire,266
2016-05-18,Populaire,60
2016-05-18,Populaire,62
2016-05-18,CSP en croissance,3243
2016-05-18,CSP en croissance,425
2016-05-18,CSP en croissance,434
2016-05-18,CSP en croissance,55
2016-05-18,Populaire,980
2016-05-18,Populaire,136
2016-05-18,Populaire,333
2016-05-18,Populaire,34
2016-05-18,CSP+,3142
2016-05-18,CSP+,136
2016-05-18,CSP+,687
2016-05-18,CSP+,55
2016-05-18,CSP+,79
2016-05-18,CSP+,#
2016-05-19,CUMUL,13441
2016-05-19,CUMUL,3715
2016-05-19,CUMUL,2139
2016-05-19,CUMUL,609
2016-05-19,NR,333
2016-05-19,NR,77
2016-05-19,NR,30
2016-05-19,NR,#
2016-05-19,CSP+,1426
2016-05-19,CSP+,536
2016-05-19,CSP+,202
2016-05-19,CSP+,76
2016-05-19,CSP en croissance,1639
2016-05-19,CSP en croissance,642
2016-05-19,CSP en croissance,141
2016-05-19,CSP en croissance,70
2016-05-19,Populaire,1345
2016-05-19,Populaire,275
2016-05-19,Populaire,121
2016-05-19,Populaire,44
2016-05-19,CSP en croissance,42
2016-05-19,CSP+,505
2016-05-19,CSP+,338
2016-05-19,CSP+,60
2016-05-19,CSP+,44
2016-05-19,Populaire,384
2016-05-19,Populaire,889
2016-05-19,Populaire,40
2016-05-19,Populaire,230
2016-05-19,Populaire,607
2016-05-19,Populaire,254
2016-05-19,Populaire,80
2016-05-19,Populaire,38
2016-05-19,CSP en croissance,3136
2016-05-19,CSP en croissance,360
2016-05-19,CSP en croissance,374
2016-05-19,CSP en croissance,51
2016-05-19,Populaire,1001
2016-05-19,Populaire,162
2016-05-19,Populaire,333
2016-05-19,Populaire,#
2016-05-19,CSP+,3065
2016-05-19,CSP+,91
2016-05-19,CSP+,758
2016-05-19,CSP+,32
2016-05-19,CSP+,49
2016-05-19,CSP+,#
2016-05-20,CUMUL,14296
2016-05-20,CUMUL,4239
2016-05-20,CUMUL,2122
2016-05-20,CUMUL,700
2016-05-20,NR,344
2016-05-20,NR,43
2016-05-20,NR,60
2016-05-20,NR,#
2016-05-20,CSP+,1569
2016-05-20,CSP+,626
2016-05-20,CSP+,182
2016-05-20,CSP+,82
2016-05-20,CSP en croissance,1863
2016-05-20,CSP en croissance,669
2016-05-20,CSP en croissance,263
2016-05-20,CSP en croissance,82
2016-05-20,Populaire,1488
2016-05-20,Populaire,352
2016-05-20,Populaire,151
2016-05-20,Populaire,34
2016-05-20,CSP en croissance,64
2016-05-20,CSP en croissance,#
2016-05-20,CSP+,587
2016-05-20,CSP+,438
2016-05-20,CSP+,70
2016-05-20,CSP+,75
2016-05-20,Populaire,364
2016-05-20,Populaire,863
2016-05-20,Populaire,50
2016-05-20,Populaire,191
2016-05-20,Populaire,617
2016-05-20,Populaire,287
2016-05-20,Populaire,81
2016-05-20,Populaire,82
2016-05-20,CSP en croissance,3150
2016-05-20,CSP en croissance,539
2016-05-20,CSP en croissance,364
2016-05-20,CSP en croissance,47
2016-05-20,Populaire,1154
2016-05-20,Populaire,151
2016-05-20,Populaire,344
2016-05-20,Populaire,27
2016-05-20,CSP+,3160
2016-05-20,CSP+,136
2016-05-20,CSP+,557
2016-05-20,CSP+,34
2016-05-20,CSP+,71
2016-05-20,CSP+,27
2016-05-21,CUMUL,11959
2016-05-21,CUMUL,3531
2016-05-21,CUMUL,1699
2016-05-21,CUMUL,507
2016-05-21,NR,324
2016-05-21,NR,64
2016-05-21,NR,#
2016-05-21,NR,#
2016-05-21,CSP+,851
2016-05-21,CSP+,519
2016-05-21,CSP+,111
2016-05-21,CSP+,135
2016-05-21,CSP en croissance,1733
2016-05-21,CSP en croissance,570
2016-05-21,CSP en croissance,283
2016-05-21,CSP en croissance,52
2016-05-21,Populaire,1084
2016-05-21,Populaire,281
2016-05-21,Populaire,131
2016-05-21,Populaire,22
2016-05-21,CSP en croissance,#
2016-05-21,CSP+,354
2016-05-21,CSP+,310
2016-05-21,CSP+,#
2016-05-21,CSP+,52
2016-05-21,Populaire,253
2016-05-21,Populaire,700
2016-05-21,Populaire,50
2016-05-21,Populaire,97
2016-05-21,Populaire,405
2016-05-21,Populaire,274
2016-05-21,Populaire,30
2016-05-21,CSP en croissance,3163
2016-05-21,CSP en croissance,498
2016-05-21,CSP en croissance,375
2016-05-21,CSP en croissance,37
2016-05-21,Populaire,882
2016-05-21,Populaire,129
2016-05-21,Populaire,243
2016-05-21,Populaire,#
2016-05-21,CSP+,2910
2016-05-21,CSP+,108
2016-05-21,CSP+,476
2016-05-21,CSP+,22
2016-05-21,CSP+,64
2016-05-21,CSP+,30
2016-05-22,CUMUL,7782
2016-05-22,CUMUL,1859
2016-05-22,CUMUL,1162
2016-05-22,CUMUL,348
2016-05-22,NR,304
2016-05-22,NR,22
2016-05-22,NR,50
2016-05-22,CSP+,334
2016-05-22,CSP+,267
2016-05-22,CSP+,30
2016-05-22,CSP+,43
2016-05-22,CSP en croissance,548
2016-05-22,CSP en croissance,252
2016-05-22,CSP en croissance,50
2016-05-22,CSP en croissance,28
2016-05-22,Populaire,497
2016-05-22,Populaire,163
2016-05-22,Populaire,50
2016-05-22,Populaire,#
2016-05-22,CSP en croissance,44
2016-05-22,CSP+,91
2016-05-22,CSP+,230
2016-05-22,CSP+,57
2016-05-22,Populaire,71
2016-05-22,Populaire,349
2016-05-22,Populaire,#
2016-05-22,Populaire,86
2016-05-22,Populaire,182
2016-05-22,Populaire,148
2016-05-22,Populaire,#
2016-05-22,Populaire,21
2016-05-22,CSP en croissance,2355
2016-05-22,CSP en croissance,200
2016-05-22,CSP en croissance,253
2016-05-22,CSP en croissance,50
2016-05-22,Populaire,619
2016-05-22,Populaire,66
2016-05-22,Populaire,172
2016-05-22,Populaire,21
2016-05-22,CSP+,2781
2016-05-22,CSP+,59
2016-05-22,CSP+,527
2016-05-22,CSP+,21
2016-05-22,CSP+,59
2016-05-22,CSP+,#
2016-05-23,CUMUL,12322
2016-05-23,CUMUL,3338
2016-05-23,CUMUL,2159
2016-05-23,CUMUL,631
2016-05-23,NR,376
2016-05-23,NR,29
2016-05-23,NR,60
2016-05-23,CSP+,1087
2016-05-23,CSP+,413
2016-05-23,CSP+,172
2016-05-23,CSP+,77
2016-05-23,CSP en croissance,1300
2016-05-23,CSP en croissance,442
2016-05-23,CSP en croissance,193
2016-05-23,CSP en croissance,56
2016-05-23,Populaire,1260
2016-05-23,Populaire,268
2016-05-23,Populaire,193
2016-05-23,Populaire,28
2016-05-23,CSP en croissance,43
2016-05-23,CSP en croissance,#
2016-05-23,CSP+,436
2016-05-23,CSP+,377
2016-05-23,CSP+,60
2016-05-23,CSP+,77
2016-05-23,Populaire,304
2016-05-23,Populaire,834
2016-05-23,Populaire,40
2016-05-23,Populaire,190
2016-05-23,Populaire,548
2016-05-23,Populaire,217
2016-05-23,Populaire,111
2016-05-23,Populaire,28
2016-05-23,CSP en croissance,3048
2016-05-23,CSP en croissance,398
2016-05-23,CSP en croissance,467
2016-05-23,CSP en croissance,77
2016-05-23,Populaire,833
2016-05-23,Populaire,137
2016-05-23,Populaire,264
2016-05-23,Populaire,28
2016-05-23,CSP+,3130
2016-05-23,CSP+,101
2016-05-23,CSP+,599
2016-05-23,CSP+,49
2016-05-23,CSP+,79
2016-05-23,CSP+,#
2016-05-24,CUMUL,13994
2016-05-24,CUMUL,3766
2016-05-24,CUMUL,2234
2016-05-24,CUMUL,719
2016-05-24,NR,386
2016-05-24,NR,29
2016-05-24,NR,71
2016-05-24,NR,#
2016-05-24,CSP+,1597
2016-05-24,CSP+,623
2016-05-24,CSP+,233
2016-05-24,CSP+,101
2016-05-24,CSP en croissance,1709
2016-05-24,CSP en croissance,520
2016-05-24,CSP en croissance,203
2016-05-24,CSP en croissance,72
2016-05-24,Populaire,1292
2016-05-24,Populaire,286
2016-05-24,Populaire,142
2016-05-24,Populaire,36
2016-05-24,CSP en croissance,44
2016-05-24,CSP en croissance,#
2016-05-24,CSP+,590
2016-05-24,CSP+,330
2016-05-24,CSP+,81
2016-05-24,CSP+,94
2016-05-24,Populaire,345
2016-05-24,Populaire,924
2016-05-24,Populaire,61
2016-05-24,Populaire,217
2016-05-24,Populaire,579
2016-05-24,Populaire,220
2016-05-24,Populaire,132
2016-05-24,Populaire,28
2016-05-24,CSP en croissance,3275
2016-05-24,CSP en croissance,425
2016-05-24,CSP en croissance,488
2016-05-24,CSP en croissance,36
2016-05-24,Populaire,986
2016-05-24,Populaire,146
2016-05-24,Populaire,274
2016-05-24,Populaire,28
2016-05-24,CSP+,3235
2016-05-24,CSP+,139
2016-05-24,CSP+,549
2016-05-24,CSP+,72
2016-05-24,CSP+,80
2016-05-24,CSP+,21
2016-05-25,CUMUL,14030
2016-05-25,CUMUL,3404
2016-05-25,CUMUL,2295
2016-05-25,CUMUL,652
2016-05-25,NR,397
2016-05-25,NR,#
2016-05-25,NR,71
2016-05-25,CSP+,1517
2016-05-25,CSP+,515
2016-05-25,CSP+,274
2016-05-25,CSP+,73
2016-05-25,CSP en croissance,1619
2016-05-25,CSP en croissance,449
2016-05-25,CSP en croissance,223
2016-05-25,CSP en croissance,60
2016-05-25,Populaire,1446
2016-05-25,Populaire,224
2016-05-25,Populaire,162
2016-05-25,Populaire,40
2016-05-25,CSP en croissance,29
2016-05-25,CSP+,549
2016-05-25,CSP+,377
2016-05-25,CSP+,50
2016-05-25,CSP+,80
2016-05-25,Populaire,254
2016-05-25,Populaire,805
2016-05-25,Populaire,40
2016-05-25,Populaire,207
2016-05-25,Populaire,580
2016-05-25,Populaire,217
2016-05-25,Populaire,61
2016-05-25,Populaire,80
2016-05-25,CSP en croissance,3330
2016-05-25,CSP en croissance,391
2016-05-25,CSP en croissance,417
2016-05-25,CSP en croissance,33
2016-05-25,Populaire,1110
2016-05-25,Populaire,174
2016-05-25,Populaire,397
2016-05-25,Populaire,26
2016-05-25,CSP+,3228
2016-05-25,CSP+,137
2016-05-25,CSP+,600
2016-05-25,CSP+,40
2016-05-25,CSP+,72
2016-05-25,CSP+,#
2016-05-26,CUMUL,14330
2016-05-26,CUMUL,3899
2016-05-26,CUMUL,2490
2016-05-26,CUMUL,613
2016-05-26,NR,346
2016-05-26,NR,42
2016-05-26,NR,50
2016-05-26,CSP+,1476
2016-05-26,CSP+,556
2016-05-26,CSP+,285
2016-05-26,CSP+,80
2016-05-26,CSP en croissance,1618
2016-05-26,CSP en croissance,592
2016-05-26,CSP en croissance,274
2016-05-26,CSP en croissance,60
2016-05-26,Populaire,1598
2016-05-26,Populaire,271
2016-05-26,Populaire,183
2016-05-26,Populaire,26
2016-05-26,CSP en croissance,64
2016-05-26,CSP+,437
2016-05-26,CSP+,321
2016-05-26,CSP+,61
2016-05-26,CSP+,60
2016-05-26,Populaire,478
2016-05-26,Populaire,992
2016-05-26,Populaire,71
2016-05-26,Populaire,194
2016-05-26,Populaire,692
2016-05-26,Populaire,257
2016-05-26,Populaire,132
2016-05-26,Populaire,67
2016-05-26,CSP en croissance,3481
2016-05-26,CSP en croissance,421
2016-05-26,CSP en croissance,478
2016-05-26,CSP en croissance,33
2016-05-26,Populaire,1038
2016-05-26,Populaire,185
2016-05-26,Populaire,346
2016-05-26,Populaire,40
2016-05-26,CSP+,3166
2016-05-26,CSP+,99
2016-05-26,CSP+,610
2016-05-26,CSP+,33
2016-05-26,CSP+,99
2016-05-26,CSP+,#
2016-05-27,CUMUL,14601
2016-05-27,CUMUL,4244
2016-05-27,CUMUL,2270
2016-05-27,CUMUL,765
2016-05-27,NR,377
2016-05-27,NR,29
2016-05-27,NR,91
2016-05-27,NR,#
2016-05-27,CSP+,1479
2016-05-27,CSP+,666
2016-05-27,CSP+,224
2016-05-27,CSP+,105
2016-05-27,CSP en croissance,1867
2016-05-27,CSP en croissance,585
2016-05-27,CSP en croissance,244
2016-05-27,CSP en croissance,90
2016-05-27,Populaire,1490
2016-05-27,Populaire,377
2016-05-27,Populaire,153
2016-05-27,Populaire,68
2016-05-27,CSP en croissance,51
2016-05-27,CSP en croissance,#
2016-05-27,CSP+,622
2016-05-27,CSP+,407
2016-05-27,CSP+,40
2016-05-27,CSP+,105
2016-05-27,Populaire,408
2016-05-27,Populaire,940
2016-05-27,Populaire,81
2016-05-27,Populaire,181
2016-05-27,Populaire,673
2016-05-27,Populaire,266
2016-05-27,Populaire,173
2016-05-27,Populaire,83
2016-05-27,CSP en croissance,3419
2016-05-27,CSP en croissance,555
2016-05-27,CSP en croissance,367
2016-05-27,CSP en croissance,37
2016-05-27,Populaire,1204
2016-05-27,Populaire,125
2016-05-27,Populaire,377
2016-05-27,Populaire,#
2016-05-27,CSP+,3062
2016-05-27,CSP+,125
2016-05-27,CSP+,520
2016-05-27,CSP+,30
2016-05-27,CSP+,118
2016-05-27,CSP+,37
2016-05-28,CUMUL,11607
2016-05-28,CUMUL,4021
2016-05-28,CUMUL,1811
2016-05-28,CUMUL,715
2016-05-28,NR,347
2016-05-28,NR,67
2016-05-28,NR,112
2016-05-28,NR,#
2016-05-28,CSP+,929
2016-05-28,CSP+,538
2016-05-28,CSP+,112
2016-05-28,CSP+,108
2016-05-28,CSP en croissance,1480
2016-05-28,CSP en croissance,583
2016-05-28,CSP en croissance,234
2016-05-28,CSP en croissance,62
2016-05-28,Populaire,1194
2016-05-28,Populaire,434
2016-05-28,Populaire,132
2016-05-28,Populaire,108
2016-05-28,CSP en croissance,52
2016-05-28,CSP en croissance,#
2016-05-28,CSP+,449
2016-05-28,CSP+,486
2016-05-28,CSP+,30
2016-05-28,CSP+,46
2016-05-28,Populaire,255
2016-05-28,Populaire,651
2016-05-28,Populaire,40
2016-05-28,Populaire,116
2016-05-28,Populaire,388
2016-05-28,Populaire,224
2016-05-28,Populaire,30
2016-05-28,Populaire,69
2016-05-28,CSP en croissance,2920
2016-05-28,CSP en croissance,538
2016-05-28,CSP en croissance,377
2016-05-28,CSP en croissance,93
2016-05-28,Populaire,776
2016-05-28,Populaire,134
2016-05-28,Populaire,244
2016-05-28,Populaire,#
2016-05-28,CSP+,2869
2016-05-28,CSP+,157
2016-05-28,CSP+,500
2016-05-28,CSP+,46
2016-05-28,CSP+,157
2016-05-28,CSP+,38
2016-05-29,CUMUL,8294
2016-05-29,CUMUL,2109
2016-05-29,CUMUL,1273
2016-05-29,CUMUL,404
2016-05-29,NR,327
2016-05-29,NR,31
2016-05-29,NR,143
2016-05-29,CSP+,439
2016-05-29,CSP+,264
2016-05-29,CSP+,#
2016-05-29,CSP+,61
2016-05-29,CSP en croissance,623
2016-05-29,CSP en croissance,256
2016-05-29,CSP en croissance,71
2016-05-29,CSP en croissance,53
2016-05-29,Populaire,562
2016-05-29,Populaire,209
2016-05-29,Populaire,71
2016-05-29,Populaire,61
2016-05-29,CSP en croissance,38
2016-05-29,CSP+,194
2016-05-29,CSP+,186
2016-05-29,CSP+,#
2016-05-29,CSP+,38
2016-05-29,Populaire,81
2016-05-29,Populaire,388
2016-05-29,Populaire,#
2016-05-29,Populaire,46
2016-05-29,Populaire,183
2016-05-29,Populaire,163
2016-05-29,Populaire,#
2016-05-29,Populaire,38
2016-05-29,CSP en croissance,2585
2016-05-29,CSP en croissance,295
2016-05-29,CSP en croissance,275
2016-05-29,CSP en croissance,38
2016-05-29,Populaire,551
2016-05-29,Populaire,23
2016-05-29,Populaire,173
2016-05-29,CSP+,2749
2016-05-29,CSP+,93
2016-05-29,CSP+,480
2016-05-29,CSP+,23
2016-05-29,CSP+,163
2016-05-29,CSP+,46
2016-05-30,CUMUL,12367
2016-05-30,CUMUL,3121
2016-05-30,CUMUL,2213
2016-05-30,CUMUL,609
2016-05-30,NR,327
2016-05-30,NR,36
2016-05-30,NR,81
2016-05-30,NR,#
2016-05-30,CSP+,1206
2016-05-30,CSP+,455
2016-05-30,CSP+,255
2016-05-30,CSP+,77
2016-05-30,CSP en croissance,1451
2016-05-30,CSP en croissance,477
2016-05-30,CSP en croissance,265
2016-05-30,CSP en croissance,91
2016-05-30,Populaire,1063
2016-05-30,Populaire,212
2016-05-30,Populaire,143
2016-05-30,Populaire,42
2016-05-30,CSP en croissance,36
2016-05-30,CSP en croissance,#
2016-05-30,CSP+,419
2016-05-30,CSP+,337
2016-05-30,CSP+,81
2016-05-30,CSP+,63
2016-05-30,Populaire,337
2016-05-30,Populaire,756
2016-05-30,Populaire,91
2016-05-30,Populaire,175
2016-05-30,Populaire,531
2016-05-30,Populaire,212
2016-05-30,Populaire,102
2016-05-30,Populaire,35
2016-05-30,CSP en croissance,3036
2016-05-30,CSP en croissance,315
2016-05-30,CSP en croissance,378
2016-05-30,CSP en croissance,49
2016-05-30,Populaire,879
2016-05-30,Populaire,102
2016-05-30,Populaire,214
2016-05-30,Populaire,28
2016-05-30,CSP+,3118
2016-05-30,CSP+,117
2016-05-30,CSP+,603
2016-05-30,CSP+,21
2016-05-30,CSP+,66
2016-05-30,CSP+,#
2016-05-31,CUMUL,13434
2016-05-31,CUMUL,3379
2016-05-31,CUMUL,1978
2016-05-31,CUMUL,633
2016-05-31,NR,347
2016-05-31,NR,57
2016-05-31,NR,61
2016-05-31,NR,#
2016-05-31,CSP+,1482
2016-05-31,CSP+,454
2016-05-31,CSP+,214
2016-05-31,CSP+,97
2016-05-31,CSP en croissance,1534
2016-05-31,CSP en croissance,562
2016-05-31,CSP en croissance,204
2016-05-31,CSP en croissance,69
2016-05-31,Populaire,1278
2016-05-31,Populaire,238
2016-05-31,Populaire,194
2016-05-31,Populaire,34
2016-05-31,CSP en croissance,21
2016-05-31,CSP+,542
2016-05-31,CSP+,339
2016-05-31,CSP+,81
2016-05-31,CSP+,41
2016-05-31,Populaire,337
2016-05-31,Populaire,779
2016-05-31,Populaire,71
2016-05-31,Populaire,230
2016-05-31,Populaire,542
2016-05-31,Populaire,223
2016-05-31,Populaire,61
2016-05-31,Populaire,55
2016-05-31,CSP en croissance,3374
2016-05-31,CSP en croissance,418
2016-05-31,CSP en croissance,357
2016-05-31,CSP en croissance,41
2016-05-31,Populaire,879
2016-05-31,Populaire,108
2016-05-31,Populaire,265
2016-05-31,Populaire,#
2016-05-31,CSP+,3119
2016-05-31,CSP+,108
2016-05-31,CSP+,470
2016-05-31,CSP+,27
2016-05-31,CSP+,72
2016-05-31,CSP+,#
2016-06-01,CUMUL,13545
2016-06-01,CUMUL,3549
2016-06-01,CUMUL,2051
2016-06-01,CUMUL,508
2016-06-01,NR,317
2016-06-01,NR,29
2016-06-01,NR,51
2016-06-01,NR,#
2016-06-01,CSP+,1371
2016-06-01,CSP+,545
2016-06-01,CSP+,184
2016-06-01,CSP+,74
2016-06-01,CSP en croissance,1657
2016-06-01,CSP en croissance,553
2016-06-01,CSP en croissance,214
2016-06-01,CSP en croissance,60
2016-06-01,Populaire,1402
2016-06-01,Populaire,243
2016-06-01,Populaire,163
2016-06-01,Populaire,#
2016-06-01,CSP en croissance,66
2016-06-01,CSP en croissance,#
2016-06-01,CSP+,593
2016-06-01,CSP+,331
2016-06-01,CSP+,61
2016-06-01,CSP+,40
2016-06-01,Populaire,327
2016-06-01,Populaire,789
2016-06-01,Populaire,40
2016-06-01,Populaire,189
2016-06-01,Populaire,429
2016-06-01,Populaire,221
2016-06-01,Populaire,30
2016-06-01,Populaire,#
2016-06-01,CSP en croissance,3203
2016-06-01,CSP en croissance,464
2016-06-01,CSP en croissance,388
2016-06-01,CSP en croissance,47
2016-06-01,Populaire,941
2016-06-01,Populaire,125
2016-06-01,Populaire,317
2016-06-01,Populaire,#
2016-06-01,CSP+,3305
2016-06-01,CSP+,88
2016-06-01,CSP+,603
2016-06-01,CSP+,#
2016-06-01,CSP+,95
2016-06-01,CSP+,#
2016-06-02,CUMUL,13386
2016-06-02,CUMUL,3734
2016-06-02,CUMUL,2216
2016-06-02,CUMUL,657
2016-06-02,NR,327
2016-06-02,NR,43
2016-06-02,NR,81
2016-06-02,NR,#
2016-06-02,CSP+,1617
2016-06-02,CSP+,633
2016-06-02,CSP+,276
2016-06-02,CSP+,131
2016-06-02,CSP en croissance,1494
2016-06-02,CSP en croissance,489
2016-06-02,CSP en croissance,235
2016-06-02,CSP en croissance,62
2016-06-02,Populaire,1310
2016-06-02,Populaire,367
2016-06-02,Populaire,143
2016-06-02,Populaire,34
2016-06-02,CSP en croissance,28
2016-06-02,CSP+,532
2016-06-02,CSP+,353
2016-06-02,CSP+,40
2016-06-02,CSP+,82
2016-06-02,Populaire,327
2016-06-02,Populaire,965
2016-06-02,Populaire,71
2016-06-02,Populaire,207
2016-06-02,Populaire,583
2016-06-02,Populaire,223
2016-06-02,Populaire,81
2016-06-02,Populaire,34
2016-06-02,CSP en croissance,3163
2016-06-02,CSP en croissance,396
2016-06-02,CSP en croissance,399
2016-06-02,CSP en croissance,48
2016-06-02,Populaire,1013
2016-06-02,Populaire,86
2016-06-02,Populaire,317
2016-06-02,Populaire,#
2016-06-02,CSP+,3020
2016-06-02,CSP+,79
2016-06-02,CSP+,573
2016-06-02,CSP+,27
2016-06-02,CSP+,72
2016-06-02,CSP+,#
2016-06-03,CUMUL,13839
2016-06-03,CUMUL,3791
2016-06-03,CUMUL,2165
2016-06-03,CUMUL,600
2016-06-03,NR,389
2016-06-03,NR,50
2016-06-03,NR,81
2016-06-03,NR,#
2016-06-03,CSP+,1433
2016-06-03,CSP+,528
2016-06-03,CSP+,122
2016-06-03,CSP+,81
2016-06-03,CSP en croissance,1689
2016-06-03,CSP en croissance,492
2016-06-03,CSP en croissance,266
2016-06-03,CSP en croissance,44
2016-06-03,Populaire,1474
2016-06-03,Populaire,289
2016-06-03,Populaire,235
2016-06-03,Populaire,22
2016-06-03,CSP en croissance,36
2016-06-03,CSP+,645
2016-06-03,CSP+,471
2016-06-03,CSP+,30
2016-06-03,CSP+,73
2016-06-03,Populaire,419
2016-06-03,Populaire,949
2016-06-03,Populaire,61
2016-06-03,Populaire,169
2016-06-03,Populaire,522
2016-06-03,Populaire,210
2016-06-03,Populaire,61
2016-06-03,Populaire,51
2016-06-03,CSP en croissance,3143
2016-06-03,CSP en croissance,442
2016-06-03,CSP en croissance,399
2016-06-03,CSP en croissance,66
2016-06-03,Populaire,1136
2016-06-03,Populaire,115
2016-06-03,Populaire,286
2016-06-03,Populaire,29
2016-06-03,CSP+,2989
2016-06-03,CSP+,108
2016-06-03,CSP+,624
2016-06-03,CSP+,29
2016-06-03,CSP+,101
2016-06-03,CSP+,22
2016-06-04,CUMUL,11538
2016-06-04,CUMUL,3930
2016-06-04,CUMUL,1737
2016-06-04,CUMUL,589
2016-06-04,NR,348
2016-06-04,NR,72
2016-06-04,NR,102
2016-06-04,NR,#
2016-06-04,CSP+,809
2016-06-04,CSP+,440
2016-06-04,CSP+,81
2016-06-04,CSP+,74
2016-06-04,CSP en croissance,1413
2016-06-04,CSP en croissance,613
2016-06-04,CSP en croissance,225
2016-06-04,CSP en croissance,54
2016-06-04,Populaire,1085
2016-06-04,Populaire,339
2016-06-04,Populaire,184
2016-06-04,Populaire,40
2016-06-04,CSP en croissance,28
2016-06-04,CSP+,419
2016-06-04,CSP+,375
2016-06-04,CSP+,30
2016-06-04,CSP+,74
2016-06-04,Populaire,225
2016-06-04,Populaire,881
2016-06-04,Populaire,30
2016-06-04,Populaire,175
2016-06-04,Populaire,317
2016-06-04,Populaire,274
2016-06-04,Populaire,#
2016-06-04,Populaire,60
2016-06-04,CSP en croissance,3113
2016-06-04,CSP en croissance,491
2016-06-04,CSP en croissance,389
2016-06-04,CSP en croissance,60
2016-06-04,Populaire,952
2016-06-04,Populaire,194
2016-06-04,Populaire,174
2016-06-04,Populaire,#
2016-06-04,CSP+,2857
2016-06-04,CSP+,108
2016-06-04,CSP+,512
2016-06-04,CSP+,#
2016-06-04,CSP+,115
2016-06-04,CSP+,#
2016-06-05,CUMUL,8017
2016-06-05,CUMUL,2561
2016-06-05,CUMUL,1204
2016-06-05,CUMUL,496
2016-06-05,NR,307
2016-06-05,NR,23
2016-06-05,NR,71
2016-06-05,NR,#
2016-06-05,CSP+,276
2016-06-05,CSP+,318
2016-06-05,CSP+,51
2016-06-05,CSP+,72
2016-06-05,CSP en croissance,635
2016-06-05,CSP en croissance,372
2016-06-05,CSP en croissance,61
